league,season,game,jersey_number,player,team,is_starter,position,minutes_played
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,2,Dylan Bronn,Metz,True,CB,90
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,3,Matthieu Udol,Metz,True,CB,90
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,5,Jemerson,Metz,True,CB,90
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,6,Kévin N'Doram,Metz,True,CM,79
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,9,Nicolas de Préville,Metz,True,FW,79
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,10,Farid Boulaya,Metz,True,FW,90
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,14,Vincent Pajot,Metz,True,CM,58
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,17,Thomas Delaine,Metz,True,LB,90
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,18,Fabien Centonze,Metz,True,RB,90
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,19,Habib Maïga,Metz,True,CM,90
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,30,Marc-Aurèle Caillard,Metz,False,GK,3
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,8,Boubacar Traoré,Metz,False,,0
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,11,Opa Nguette,Metz,False,FW,11
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,15,Pape Matar Sarr,Metz,False,CM,32
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,20,Lamine Gueye,Metz,False,,0
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,21,Amine Bassi,Metz,False,,0
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,22,Sofiane Alakouch,Metz,False,,0
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,26,Papa Ndiaga Yade,Metz,False,,0
FRA-Ligue 1,2122,2021-10-24 Lens-Metz,33,Amadou Mbengue,Metz,False,CM,11
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,16,Alfred Gomis,Rennes,True,GK,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,6,Nayef Aguerd,Rennes,True,CB,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,7,Martin Terrier,Rennes,True,"LM,FW",90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,8,Baptiste Santamaria,Rennes,True,CM,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,9,Serhou Guirassy,Rennes,True,FW,75
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,14,Benjamin Bourigeaud,Rennes,True,RM,89
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,21,Lovro Majer,Rennes,True,CM,89
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,23,Warmed Omari,Rennes,True,CB,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,24,Gaëtan Laborde,Rennes,True,FW,89
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,25,Birger Meling,Rennes,True,LB,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,27,Hamari Traoré,Rennes,True,RB,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,40,Doğan Alemdar,Rennes,False,,0
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,50,Elias Damergy,Rennes,False,,0
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,3,Adrien Truffert,Rennes,False,LM,15
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,17,Loum Tchaouna,Rennes,False,CM,1
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,19,Andy Diouf,Rennes,False,RM,1
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,33,Jeanuël Belocian,Rennes,False,,0
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,34,Désiré Doué,Rennes,False,,0
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,39,Mathys Tel,Rennes,False,FW,1
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,30,Gauthier Gallon,Troyes,True,GK,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,2,Erik Palmer-Brown,Troyes,True,CB,81
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,6,Rominigue Kouamé,Troyes,True,CM,58
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,10,Florian Tardieu,Troyes,True,CM,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,12,Abdu Conté,Troyes,True,LB,81
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,13,Ike Ugbo,Troyes,True,FW,59
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,17,Yoann Salmier,Troyes,True,CB,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,23,Adil Rami,Troyes,True,CB,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,24,Xavier Chavalerin,Troyes,True,CM,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,25,Mama Samba Baldé,Troyes,True,FW,59
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,29,Issa Kaboré,Troyes,True,RB,90
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,16,Sebastien Renot,Troyes,False,,0
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,3,Youssouf Koné,Troyes,False,,0
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,4,Giulian Biancone,Troyes,False,CB,9
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,5,Tristan Dingomé,Troyes,False,CM,32
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,7,Yoann Touzghar,Troyes,False,FW,31
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,14,Dylan Chambost,Troyes,False,,0
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,22,Yasser Larouci,Troyes,False,LB,9
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,26,Lebo Mothiba,Troyes,False,FW,31
FRA-Ligue 1,2122,2022-02-20 Rennes-Troyes,28,Nassim Chadli,Troyes,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,40,Marco Bizot,Brest,True,GK,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,3,Lilian Brassier,Brest,True,LB,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,5,Brendan Chardonnet,Brest,True,CB,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,7,Haris Belkebla,Brest,True,CM,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,8,Paul Lasne,Brest,True,CM,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,11,Martin Satriano,Brest,True,FW,77
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,15,Steve Mounié,Brest,True,FW,85
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,18,Ronaël Pierre-Gabriel,Brest,True,RB,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,23,Christophe Hérelle,Brest,True,CB,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,24,Youcef Belaïli,Brest,True,LM,68
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,25,Romain Del Castillo,Brest,True,RM,21
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,1,Gautier Larsonneur,Brest,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,2,Jean-Kevin Duverne,Brest,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,10,Lucien Agoume,Brest,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,14,Irvin Cardona,Brest,False,LM,22
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,19,Rafiki Said,Brest,False,FW,5
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,20,Jere Uronen,Brest,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,22,Julien Faussurier,Brest,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,27,Hugo Magnetti,Brest,False,FW,13
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,28,Hianga Mananga Mbock,Brest,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,40,Ouparine Djoco,Clermont Foot,True,GK,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,5,Jean-Claude Billong,Clermont Foot,True,CB,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,7,Yohann Magnin,Clermont Foot,True,DM,45
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,10,Lucas Da Cunha,Clermont Foot,True,AM,62
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,12,Vital N'Simba,Clermont Foot,True,LB,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,18,Elba Rashani,Clermont Foot,True,LW,62
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,20,Akim Zedadka,Clermont Foot,True,RB,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,21,Florent Ogier,Clermont Foot,True,CB,62
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,24,Jodel Dossou,Clermont Foot,True,RW,70
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,25,Johan Gastien,Clermont Foot,True,DM,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,27,Mohamed Lamine Bayo,Clermont Foot,True,FW,90
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,16,Lucas Margueron,Clermont Foot,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,6,Saîf-Eddine Khaoui,Clermont Foot,False,AM,28
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,9,Grejohn Kyei,Clermont Foot,False,RW,20
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,11,Jim Allevinah,Clermont Foot,False,LW,28
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,15,Arial Mendy,Clermont Foot,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,17,Josué Albert,Clermont Foot,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,19,Salis Abdul Samed,Clermont Foot,False,DM,45
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,22,Oriol Busquets,Clermont Foot,False,,0
FRA-Ligue 1,2122,2022-05-01 Brest-Clermont Foot,36,Alidu Seidu,Clermont Foot,False,CB,28
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,1,Matthieu Dreyer,Lorient,True,GK,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,3,Moritz Jenz,Lorient,True,CB,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,6,Laurent Abergel,Lorient,True,"LM,CM",90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,8,Bonke Innocent,Lorient,True,CM,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,13,Terem Moffi,Lorient,True,FW,78
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,17,Houboulang Mendes,Lorient,True,RB,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,19,Léo Pétrot,Lorient,True,CB,78
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,23,Thomas Monconduit,Lorient,True,RM,56
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,25,Vincent Le Goff,Lorient,True,LB,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,28,Armand Lauriente,Lorient,True,"LW,LM",78
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,38,Dango Ouattara,Lorient,True,RW,56
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,30,Paul Nardi,Lorient,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,2,Igor Carioca,Lorient,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,9,Ibrahima Koné,Lorient,False,FW,34
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,10,Enzo Le Fée,Lorient,False,RM,34
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,11,Quentin Boisgard,Lorient,False,LM,12
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,14,Jérôme Hergault,Lorient,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,21,Jérémy Morel,Lorient,False,CB,12
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,22,Sambou Soumano,Lorient,False,FW,12
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,37,Théo Le Bris,Lorient,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,1,Anthony Lopes,Lyon,True,GK,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,3,Emerson Palmieri,Lyon,True,LB,70
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,4,Castello Lukeba,Lyon,True,CB,70
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,7,Karl Toko Ekambi,Lyon,True,LW,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,8,Houssem Aouar,Lyon,True,DM,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,9,Moussa Dembélé,Lyon,True,FW,70
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,10,Lucas Paquetá,Lyon,True,AM,82
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,15,Romain Faivre,Lyon,True,RW,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,17,Malo Gusto,Lyon,True,RB,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,23,Thiago Mendes,Lyon,True,CB,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,25,Maxence Caqueret,Lyon,True,DM,90
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,30,Julian Pollersbeck,Lyon,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,11,Tino Kadewere,Lyon,False,FW,20
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,12,Henrique,Lyon,False,LB,20
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,19,Habib Keita,Lyon,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,21,Damien Da Silva,Lyon,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,22,Jeff Reine-Adélaïde,Lyon,False,AM,8
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,26,Bradley Barcola,Lyon,False,,0
FRA-Ligue 1,2122,2022-03-04 Lorient-Lyon,27,Jérôme Boateng,Lyon,False,CB,20
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,1,Matz Sels,Strasbourg,True,GK,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,6,Jean-Eudes Aholou,Strasbourg,True,CM,57
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,9,Kévin Gameiro,Strasbourg,True,FW,58
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,10,Adrien Thomasson,Strasbourg,True,CM,78
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,11,Dimitri Liénard,Strasbourg,True,LB,81
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,17,Jean-Ricner Bellegarde,Strasbourg,True,CM,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,19,Anthony Caci,Strasbourg,True,"RB,CB",90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,20,Habib Diallo,Strasbourg,True,FW,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,22,Gerzino Nyamsi,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,23,Maxime Le Marchand,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,24,Alexander Djiku,Strasbourg,True,CB,57
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,16,Eiji Kawashima,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,2,Frederic Guilbert,Strasbourg,False,RB,33
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,4,Karol Fila,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,5,Lucas Perrin,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,8,Abdul Majeed Waris,Strasbourg,False,LB,9
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,14,Sanjin Prcić,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,18,Mahame Siby,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,25,Ludovic Ajorque,Strasbourg,False,FW,32
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,27,Ibrahima Sissoko,Strasbourg,False,CM,33
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,1,Ivo Grbić,Lille,True,GK,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,2,Zeki Çelik,Lille,True,RB,61
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,4,Sven Botman,Lille,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,6,José Fonte,Lille,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,8,Xeka,Lille,True,CM,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,9,Jonathan David,Lille,True,FW,81
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,10,Jonathan Ikone,Lille,True,RM,73
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,20,Angel Gomes,Lille,True,LM,61
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,21,Benjamin André,Lille,True,CM,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,22,Timothy Weah,Lille,True,FW,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,28,Reinildo Mandava,Lille,True,LB,90
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,16,Adam Jakubech,Lille,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,3,Tiago Djaló,Lille,False,RB,29
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,5,Gabriel Gudmundsson,Lille,False,LM,29
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,11,Yusuf Yazıcı,Lille,False,RM,17
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,17,Burak Yılmaz,Lille,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,19,Isaac Lihadji,Lille,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,24,Amadou Onana,Lille,False,FW,9
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,26,Jérémy Pied,Lille,False,,0
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,27,Cheikh Niasse,Lille,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,16,Alexander Nübel,Monaco,True,GK,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,3,Guillermo Maripán,Monaco,True,CB,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,6,Axel Disasi,Monaco,True,CB,73
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,7,Gelson Martins,Monaco,True,"RW,LW",72
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,8,Aurélien Tchouaméni,Monaco,True,"DM,CM",82
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,10,Wissam Ben Yedder,Monaco,True,FW,73
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,14,Ismail Jakobs,Monaco,True,LB,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,17,Aleksandr Golovin,Monaco,True,"LW,RW",56
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,26,Ruben Aguilar,Monaco,True,RB,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,31,Kevin Volland,Monaco,True,"AM,FW",90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,36,Eliot Matazo,Monaco,True,"DM,CM",90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,1,Radosław Majecki,Monaco,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,5,Benoît Badiashile,Monaco,False,CB,17
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,9,Myron Boadu,Monaco,False,FW,17
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,11,Jean Lucas,Monaco,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,12,Caio Henrique Oliveira Silva,Monaco,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,21,Strahinja Pavlović,Monaco,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,22,Youssouf Fofana,Monaco,False,CM,8
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,27,Krépin Diatta,Monaco,False,"RM,RW",18
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,37,Sofiane Diop,Monaco,False,"LW,LM",34
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,1,Benoît Costil,Bordeaux,True,GK,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,2,Stian Rode Gregersen,Bordeaux,True,CB,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,4,Mexer,Bordeaux,True,CB,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,5,Otávio,Bordeaux,True,CM,54
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,10,Samuel Kalu,Bordeaux,True,AM,54
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,12,Ricardo Mangas,Bordeaux,True,WB,68
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,13,Fransérgio,Bordeaux,True,CM,68
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,18,Hwang Ui-jo,Bordeaux,True,FW,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,19,Yacine Adli,Bordeaux,True,AM,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,22,Timothee Pembele,Bordeaux,True,WB,67
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,25,Enock Kwateng,Bordeaux,True,CB,90
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,16,Gaëtan Poussin,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,3,Abdel Jalil Medioub,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,7,Jimmy Briand,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,11,Sekou Mara,Bordeaux,False,WB,23
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,14,Gideon Mensah,Bordeaux,False,WB,22
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,17,Mehdi Zerkane,Bordeaux,False,CM,22
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,21,Javairô Dilrosun,Bordeaux,False,CM,36
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,28,Remi Oudin,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,29,Alberth Elis,Bordeaux,False,AM,36
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,1,Benoît Costil,Bordeaux,True,GK,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,2,Stian Rode Gregersen,Bordeaux,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,4,Mexer,Bordeaux,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,5,Otávio,Bordeaux,True,CM,67
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,8,Jean Onana,Bordeaux,True,CM,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,12,Ricardo Mangas,Bordeaux,True,LB,82
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,19,Yacine Adli,Bordeaux,True,FW,75
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,21,Javairô Dilrosun,Bordeaux,True,RM,66
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,22,Timothee Pembele,Bordeaux,True,RB,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,28,Remi Oudin,Bordeaux,True,LM,66
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,29,Alberth Elis,Bordeaux,True,"FW,RM",90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,16,Gaëtan Poussin,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,7,Jimmy Briand,Bordeaux,False,FW,15
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,13,Fransérgio,Bordeaux,False,CM,23
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,14,Gideon Mensah,Bordeaux,False,LB,8
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,18,Hwang Ui-jo,Bordeaux,False,LM,24
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,20,Issouf Sissokho,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,23,M'Baye Niang,Bordeaux,False,"FW,RM",24
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,25,Enock Kwateng,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,27,Tom Lacoux,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,40,Marco Bizot,Brest,True,GK,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,2,Jean-Kevin Duverne,Brest,True,LB,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,5,Brendan Chardonnet,Brest,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,7,Haris Belkebla,Brest,True,DM,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,9,Franck Honorat,Brest,True,AM,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,10,Lucien Agoume,Brest,True,DM,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,15,Steve Mounié,Brest,True,FW,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,18,Ronaël Pierre-Gabriel,Brest,True,RB,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,21,Romain Faivre,Brest,True,AM,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,23,Christophe Hérelle,Brest,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,26,Jérémy Le Douaron,Brest,True,FW,82
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,1,Gautier Larsonneur,Brest,False,,0
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,3,Lilian Brassier,Brest,False,,0
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,14,Irvin Cardona,Brest,False,FW,8
FRA-Ligue 1,2122,2021-11-28 Bordeaux-Brest,19,Rafiki Said,Brest,False,,0
