PERIOD_ID,momentum_min,TEAM_NAME,xt
1,1.0,Arsenal,0.0230481902150686
1,1.0,Everton,0.0023774458205133003
1,2.0,Arsenal,0.0345571764480534
1,2.0,Everton,0.00010768522978200001
1,3.0,Arsenal,0.029481911540257803
1,4.0,Arsenal,0.0491161719771714
1,5.0,Arsenal,0.016818336426068906
1,6.0,Arsenal,0.3425521580474108
1,7.0,Everton,0.0420116601593385
1,8.0,Arsenal,0.0008009899683253997
1,9.0,Arsenal,0.0187817759337238
1,9.0,Everton,0.0005712799465718999
1,10.0,Arsenal,0.04820353852994069
1,11.0,Arsenal,0.005747616037547701
1,11.0,Everton,0.0026488071518431
1,12.0,Arsenal,0.0793945722267223
1,12.0,Everton,0.00046839310041520013
1,13.0,Arsenal,0.050084564482005406
1,13.0,Everton,0.0025503586226724
1,14.0,Arsenal,0.093444759572466
1,15.0,Arsenal,0.14109643775108588
1,15.0,Everton,0.0004526984263064997
1,16.0,Arsenal,0.0181507813622959
1,16.0,Everton,0.007290094841014798
1,18.0,Everton,0.0225952517404034
1,19.0,Arsenal,0.0007951723093034997
1,19.0,Everton,0.0554953373579102
1,21.0,Arsenal,0.0095194339645476
1,22.0,Arsenal,0.0271972888881915
1,23.0,Arsenal,0.0063467083907604
1,23.0,Everton,0.0250770048085676
1,24.0,Arsenal,0.015019257387402198
1,24.0,Everton,0.0021853767356715998
1,25.0,Arsenal,0.023599613034035502
1,25.0,Everton,0.0066895406991903
1,26.0,Arsenal,9.274115371519977e-05
1,26.0,Everton,0.040983028456478096
1,27.0,Arsenal,0.030181903496864598
1,27.0,Everton,0.00042768789302659966
1,28.0,Everton,0.0055809409873065
1,30.0,Arsenal,0.0011299830746910994
1,30.0,Everton,0.010277893596332001
1,31.0,Arsenal,0.0813474841093697
1,31.0,Everton,0.0055787798864554
1,32.0,Arsenal,0.0142270863606256
1,32.0,Everton,0.009950986885853
1,33.0,Arsenal,0.09023847478528549
1,33.0,Everton,0.0017134589894368
1,34.0,Arsenal,0.039240219727013304
1,35.0,Arsenal,0.11436331155105729
1,35.0,Everton,0.015245923690533602
1,37.0,Arsenal,0.009127099401484299
1,38.0,Arsenal,0.0329396300724185
1,38.0,Everton,0.0007404207871863
1,41.0,Arsenal,0.0197407214065184
1,43.0,Arsenal,0.0945773807000339
1,44.0,Arsenal,0.0005584921485905
1,44.0,Everton,0.00040472373660489997
1,45.0,Arsenal,0.014831066250626
1,46.0,Arsenal,0.0018314557350186003
1,47.0,Arsenal,0.0077441255983362
1,47.0,Everton,0.007072285212076401
1,48.0,Arsenal,0.0008319768511032997
1,48.0,Everton,0.0056802442954910996
1,49.0,Arsenal,0.0111417397939542
1,50.0,Arsenal,0.0100218501363632
1,50.0,Everton,0.0009859262552851002
1,51.0,Arsenal,0.1501276183544391
1,52.0,Arsenal,0.019225157877974002
2,1.0,Arsenal,0.0115352923026464
2,1.0,Everton,0.029021310728469498
2,2.0,Arsenal,0.14668450523409662
2,3.0,Arsenal,0.0230359054297109
2,3.0,Everton,0.0005331813024564997
2,4.0,Arsenal,0.0034157307794971
2,4.0,Everton,0.0089968295449401
2,5.0,Arsenal,0.0092583505212839
2,5.0,Everton,0.0006995866279482996
2,6.0,Arsenal,0.0028351595323297006
2,7.0,Arsenal,0.0303259151874642
2,7.0,Everton,0.0003609759747768
2,8.0,Arsenal,0.0240093933035189
2,9.0,Everton,0.009481416872506199
2,10.0,Arsenal,0.0352662443032522
2,10.0,Everton,0.0018274173421674
2,11.0,Arsenal,0.0257578503621492
2,11.0,Everton,0.0412875319996882
2,12.0,Everton,0.0279195281588793
2,15.0,Arsenal,0.0006978708210912
2,15.0,Everton,0.012226060663018198
2,16.0,Arsenal,0.1217403017752935
2,17.0,Arsenal,0.0196493748071891
2,18.0,Arsenal,0.0333420643757312
2,18.0,Everton,0.042411312410442804
2,19.0,Arsenal,0.0602310684071345
2,20.0,Arsenal,0.0026497933757297
2,20.0,Everton,0.0009341228758776997
2,21.0,Arsenal,0.008001698401985401
2,21.0,Everton,0.0028370911354122005
2,22.0,Arsenal,0.1506984489641898
2,22.0,Everton,0.0029086566186020007
2,23.0,Arsenal,0.0194952176866638
2,23.0,Everton,0.0072223661990848
2,25.0,Arsenal,0.060529058345515
2,25.0,Everton,0.0003835221531232002
2,26.0,Arsenal,0.0521535137203224
2,27.0,Arsenal,0.1567934784612024
2,27.0,Everton,0.0017215070612993
2,28.0,Arsenal,0.0015345569864170005
2,28.0,Everton,0.0024936681372975003
2,29.0,Arsenal,0.0150361874847242
2,29.0,Everton,6.193463955529981e-05
2,30.0,Arsenal,0.011742208688419398
2,30.0,Everton,0.1456543329063065
2,31.0,Arsenal,0.0037025768710549
2,32.0,Arsenal,0.0117550480485018
2,33.0,Arsenal,0.0253179556067229
2,34.0,Arsenal,0.055930322899979894
2,34.0,Everton,0.004143121716885301
2,35.0,Everton,0.00041564082673869974
2,36.0,Arsenal,0.037850742005377996
2,37.0,Arsenal,0.0013562378518139004
2,37.0,Everton,0.0006954965588954996
2,38.0,Arsenal,0.1560143373664363
2,39.0,Arsenal,0.007521490769227399
2,39.0,Everton,0.00017278221209699992
2,40.0,Arsenal,0.0894737684390469
2,40.0,Everton,0.0031572322185476004
2,41.0,Arsenal,0.04710161647017351
2,42.0,Arsenal,0.1545886867757311
2,42.0,Everton,0.00031195160517320016
2,43.0,Arsenal,0.004952971588537001
2,43.0,Everton,0.0168334209013522
2,44.0,Arsenal,0.0931218084155532
2,48.0,Arsenal,0.035467918096815196
2,48.0,Everton,0.0006669454559928003
2,49.0,Arsenal,0.016154414394832003
2,49.0,Everton,0.0028924057243719
2,50.0,Arsenal,0.0152573069580388
2,51.0,Arsenal,0.0469513750682611
2,51.0,Everton,0.0006523214984686999
