,COMPETITION,SEASON,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
4156,ESP-La Liga,2223,2023-01-21 Espanyol-Betis,79,Joaquín,Betis,0.04,,Blocked,17,Right Foot,,Sergio Canales,Pass (Live),Rodri,Pass (Live)
4157,ESP-La Liga,2223,2023-01-21 Espanyol-Betis,79,Sergio Canales,Betis,0.03,0.12,Saved,12,Left Foot,Volley,Joaquín,Shot,,
4158,ESP-La Liga,2223,2023-01-21 Espanyol-Betis,90,Joselu,Espanyol,0.1,,Blocked,14,Left Foot,,Brian Oliván,Pass (Live),Nico Ribaudo,Pass (Live)
4159,ESP-La Liga,2223,2023-01-21 Espanyol-Betis,90+3,William Carvalho,Betis,0.06,,Off Target,19,Right Foot,,Joaquín,Pass (Live),Germán Pezzella,Pass (Live)
4160,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,10,Iván Balliu,Rayo Vallecano,0.04,,Blocked,17,Head,,Álvaro García,Pass (Live),Isaac Palazón Camacho,Pass (Live)
4161,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,10,Pathé Ciss,Rayo Vallecano,0.02,,Blocked,33,Left Foot,,Iván Balliu,Shot,,
4162,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,13,Sergio Camello,Rayo Vallecano,0.13,,Off Target,17,Left Foot,,Sergio Camello,Pass (Live),Unai López,Pass (Live)
4163,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,15,Alexander Sørloth,Real Sociedad,0.36,0.91,Goal,11,Right Foot,,David Silva,Pass (Live),David Silva,Interception
4164,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,17,Brais Méndez,Real Sociedad,0.09,0.39,Saved,11,Right Foot,,Alexander Sørloth,Pass (Live),David Silva,Pass (Live)
4165,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,20,Alexander Sørloth,Real Sociedad,0.04,,Off Target,10,Right Foot,,Brais Méndez,Pass (Dead),Alexander Sørloth,Pass (Live)
4166,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,26,Sergio Camello,Rayo Vallecano,0.1,,Blocked,9,Right Foot,,Álvaro García,Pass (Live),Fran Garcia,Pass (Live)
4167,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,34,Pathé Ciss,Rayo Vallecano,0.03,,Off Target,27,Right Foot,Volley,Álvaro García,Pass (Live),Óscar Trejo,Pass (Live)
4168,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,36,Aritz Elustondo,Real Sociedad,0.11,,Off Target,8,Right Foot,Volley,Brais Méndez,Pass (Dead),,
4169,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,36,Ander Barrenetxea,Real Sociedad,0.69,0.16,Goal,3,Right Foot,,Aritz Elustondo,Shot,,
4170,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,44,Pathé Ciss,Rayo Vallecano,0.02,,Off Target,34,Right Foot,,Unai López,Pass (Live),Fran Garcia,Pass (Live)
4171,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,47,Florian Lejeune,Rayo Vallecano,0.08,0.29,Saved,9,Head,,Isaac Palazón Camacho,Pass (Dead),Óscar Trejo,Pass (Live)
4172,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,57,Pablo Marín,Real Sociedad,0.04,0.12,Saved,15,Left Foot,,Alexander Sørloth,Pass (Live),,
4173,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,62,Fran Garcia,Rayo Vallecano,0.03,,Blocked,28,Left Foot,,,,,
4174,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,63,Álvaro García,Rayo Vallecano,0.13,,Blocked,11,Left Foot,,Sergio Camello,Pass (Live),Santi Comesaña,Pass (Live)
4175,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,63,Pathé Ciss,Rayo Vallecano,0.04,,Off Target,23,Right Foot,Volley,Óscar Trejo,Take-On,Pathé Ciss,Pass (Live)
4176,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,64,Sergio Camello,Rayo Vallecano,0.04,,Off Target,18,Left Foot,,Pathé Ciss,Pass (Live),Isaac Palazón Camacho,Pass (Live)
4177,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,70,Olasagasti,Real Sociedad,0.01,,Off Target,32,Left Foot,Volley,,,,
4178,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,71,Roberto Navarro,Real Sociedad,0.15,,Blocked,11,Left Foot,,Mikel Oyarzabal,Pass (Live),Ander Martin,Pass (Live)
4179,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,71,Asier Illarramendi,Real Sociedad,0.02,,Blocked,30,Right Foot,,Roberto Navarro,Shot,,
4180,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,71,Randy Ntekja,Rayo Vallecano,0.08,,Blocked,18,Left Foot,,Iván Balliu,Pass (Live),,
4181,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,72,Roberto Navarro,Real Sociedad,0.03,0.11,Saved,29,Right Foot,Deflected,Ander Martin,Pass (Live),Aritz Elustondo,Pass (Dead)
4182,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,74,Pablo Marín,Real Sociedad,0.1,0.18,Saved,21,Right Foot,,Ander Martin,Pass (Live),Ander Martin,Take-On
4183,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,75,Olasagasti,Real Sociedad,0.02,0.36,Saved,29,Left Foot,,Olasagasti,Tackle,,
4184,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,79,Radamel Falcao,Rayo Vallecano,0.03,0.02,Saved,17,Head,,Álvaro García,Pass (Live),Pathé Ciss,Pass (Live)
4185,ESP-La Liga,2223,2023-01-21 Rayo Vallecano-Real Sociedad,88,Randy Ntekja,Rayo Vallecano,0.1,,Off Target,9,Left Foot,,Salvi,Pass (Live),Andrés Martín,Pass (Live)
4186,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,7,Theo Bongonda,Cádiz,0.02,,Blocked,29,Left Foot,,Rubén Sobrino,Pass (Live),Mamadou Mbaye,Interception
4187,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,10,Joan Jordán,Sevilla,0.04,,Blocked,18,Right Foot,,Óliver Torres,Pass (Live),Óliver Torres,Tackle
4188,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,16,Nemanja Gudelj,Sevilla,0.07,,Off Target,11,Head,,Ivan Rakitić,Pass (Dead),Óliver Torres,Fouled
4189,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,21,Fernando,Sevilla,0.02,,Blocked,31,Right Foot,,Érik Lamela,Pass (Live),Ivan Rakitić,Pass (Live)
4190,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,21,Anthony Lozano,Cádiz,0.03,0.2,Saved,30,Right Foot,,Brian Ocampo,Pass (Live),,
4191,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,23,Rubén Alcaraz,Cádiz,0.02,,Off Target,35,Right Foot,,,,,
4192,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,30,Érik Lamela,Sevilla,0.17,0.11,Saved,12,Right Foot,,Óliver Torres,Pass (Live),Érik Lamela,Pass (Live)
4193,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,30,Érik Lamela,Sevilla,0.05,0.19,Saved,13,Left Foot,,Óliver Torres,Pass (Live),Jesús Navas,Pass (Live)
4194,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,35,Érik Lamela,Sevilla,0.04,,Blocked,26,Left Foot,Free kick,Óliver Torres,Fouled,,
4195,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,35,Óliver Torres,Sevilla,0.03,,Off Target,16,Right Foot,Volley,Érik Lamela,Shot,,
4196,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,38,Joan Jordán,Sevilla,0.05,,Blocked,29,Right Foot,Free kick,Érik Lamela,Fouled,Joan Jordán,Pass (Live)
4197,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,43,Brian Ocampo,Cádiz,0.02,,Off Target,30,Right Foot,,Álex Fernández,Pass (Live),Alfonso Espino,Pass (Live)
4198,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,51,Ivan Rakitić,Sevilla,0.05,0.22,Saved,17,Left Foot,Volley,Óliver Torres,Pass (Live),Joan Jordán,Pass (Live)
4199,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,63,Nemanja Gudelj,Sevilla,0.05,0.12,Saved,30,Right Foot,Free kick,Joan Jordán,Fouled,Youssef En-Nesyri,Pass (Live)
4200,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,66,Loïc Bade,Sevilla,0.08,,Off Target,10,Head,,Óliver Torres,Pass (Live),Fernando,Pass (Live)
4201,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,68,Youssef En-Nesyri,Sevilla,0.03,0.04,Saved,14,Left Foot,,Érik Lamela,Pass (Live),Óliver Torres,Pass (Live)
4202,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,68,Óliver Torres,Sevilla,0.11,,Blocked,5,Right Foot,,Youssef En-Nesyri,Shot,,
4203,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,69,Ivan Rakitić,Sevilla,0.02,0.06,Saved,31,Right Foot,,Joan Jordán,Tackle,,
4204,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,84,Ivan Rakitić,Sevilla,0.04,,Off Target,24,Right Foot,Free kick,Ivan Rakitić,Fouled,Karim Rekik,Pass (Live)
4205,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,89,Ivan Rakitić (pen),Sevilla,0.79,0.98,Goal,13,Right Foot,,,Fouled,Jesús Navas,Pass (Dead)
4206,ESP-La Liga,2223,2023-01-21 Sevilla-Cádiz,90,Lucas Ocampos,Sevilla,0.05,0.07,Saved,16,Right Foot,,Lucas Ocampos,Take-On,,
4207,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,1,Aitor Paredes,Athletic Club,0.05,,Off Target,9,Head,,Álex Berenguer,Pass (Dead),,
4208,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,7,Karim Benzema,Real Madrid,0.07,,Off Target,14,Left Foot,,Ferland Mendy,Pass (Live),Vinicius Júnior,Take-On
4209,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,10,Aitor Paredes,Athletic Club,0.03,0.16,Saved,13,Head,,Oier Zarraga,Pass (Live),Nico Williams,Pass (Live)
4210,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,17,Nico Williams,Athletic Club,0.03,,Off Target,24,Left Foot,,Nico Williams,Take-On,Oier Zarraga,Pass (Live)
4211,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,19,Karim Benzema,Real Madrid,0.11,,Blocked,19,Right Foot,,Nacho,Pass (Live),Dani Ceballos,Pass (Live)
4212,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,22,Iñaki Williams,Athletic Club,0.04,,Off Target,12,Right Foot,,Oihan Sancet,Pass (Live),Nico Williams,Pass (Live)
4213,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,24,Karim Benzema,Real Madrid,0.11,0.24,Goal,12,Left Foot,Volley,Federico Valverde,Pass (Live),Dani Ceballos,Pass (Live)
4214,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,28,Federico Valverde,Real Madrid,0.02,,Off Target,31,Right Foot,,Karim Benzema,Pass (Live),Marco Asensio,Pass (Live)
4215,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,30,Vinicius Júnior,Real Madrid,0.04,0.03,Saved,18,Left Foot,,Marco Asensio,Pass (Live),Federico Valverde,Pass (Live)
4216,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,45,Mikel Vesga,Athletic Club,0.02,,Off Target,29,Left Foot,,Óscar de Marcos,Pass (Live),Mikel Vesga,Pass (Live)
4217,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,47,Iñaki Williams,Athletic Club,0.03,,Off Target,23,Left Foot,Volley,Nico Williams,Pass (Live),Óscar de Marcos,Pass (Live)
4218,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,56,Nico Williams,Athletic Club,0.02,,Off Target,22,Right Foot,,Álex Berenguer,Pass (Live),Nico Williams,Pass (Live)
4219,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,59,Nacho,Real Madrid,0.1,,Blocked,7,Right Foot,,Dani Ceballos,Pass (Live),Marco Asensio,Pass (Dead)
4220,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,59,Nacho,Real Madrid,0.09,0.15,Saved,6,Left Foot,,Nacho,Shot,,
4221,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,60,Aitor Paredes,Athletic Club,0.02,,Blocked,16,Head,,Álex Berenguer,Pass (Live),Yuri Berchiche,Pass (Live)
4222,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,60,Oier Zarraga,Athletic Club,0.02,0.1,Saved,29,Right Foot,Volley,Aitor Paredes,Shot,,
4223,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,66,Marco Asensio,Real Madrid,0.37,,Off Target,10,Right Foot,,Karim Benzema,Pass (Live),Federico Valverde,Pass (Live)
4224,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,69,Nico Williams,Athletic Club,0.25,,Off Target,10,Right Foot,,Yuri Berchiche,Pass (Live),Iker Muniain,Pass (Live)
4225,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,75,Gorka Guruzeta,Athletic Club,0.05,,Blocked,11,Right Foot,,Mikel Vesga,Pass (Live),Ander Herrera,Pass (Live)
4226,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,75,Gorka Guruzeta,Athletic Club,0.03,,Off Target,10,Head,,Iker Muniain,Pass (Dead),Gorka Guruzeta,Shot
4227,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,77,Yuri Berchiche,Athletic Club,0.04,,Blocked,22,Right Foot,"Deflected, Volley",,,,
4228,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,80,Ander Herrera,Athletic Club,0.05,,Off Target,10,Head,,Iker Muniain,Pass (Dead),Iñigo Lekue,Fouled
4229,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,80,Gorka Guruzeta,Athletic Club,0.1,,Blocked,4,Head,,Iker Muniain,Pass (Dead),Ander Herrera,Shot
4230,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,80,Aitor Paredes,Athletic Club,0.13,0.27,Saved,4,Head,,Iker Muniain,Pass (Dead),Gorka Guruzeta,Shot
4231,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,81,Nico Williams,Athletic Club,0.02,,Blocked,18,Right Foot,,Yuri Berchiche,Pass (Live),Iker Muniain,Pass (Dead)
4232,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,88,Karim Benzema,Real Madrid,0.06,,Off Target,11,Head,,Toni Kroos,Pass (Dead),Eduardo Camavinga,Fouled
4233,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,90,Toni Kroos,Real Madrid,0.15,0.36,Goal,20,Right Foot,,Rodrygo,Pass (Live),Federico Valverde,Pass (Live)
4234,ESP-La Liga,2223,2023-01-22 Athletic Club-Real Madrid,90+2,Gorka Guruzeta,Athletic Club,0.23,,Off Target,9,Left Foot,,Nico Williams,Pass (Live),Iker Muniain,Pass (Live)
4235,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,7,Ousmane Dembélé,Barcelona,0.03,0.12,Saved,26,Right Foot,Deflected,Ansu Fati,Pass (Live),Gavi,Pass (Live)
4236,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,12,Ousmane Dembélé,Barcelona,0.02,,Blocked,23,Right Foot,,Ousmane Dembélé,Take-On,Gavi,Pass (Live)
4237,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,30,Gavi,Barcelona,0.02,0.13,Saved,30,Left Foot,,Sergio Busquets,Pass (Live),Pedri,Pass (Live)
4238,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,32,Carles Aleñá,Getafe,0.36,0.12,Saved,17,Left Foot,,Borja Mayoral,Pass (Live),Carles Aleñá,Pass (Live)
4239,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,35,Pedri,Barcelona,0.28,0.41,Goal,11,Right Foot,,Raphinha,Pass (Live),Andreas Christensen,Pass (Live)
4240,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,41,Borja Mayoral,Getafe,0.4,0.24,Saved,15,Right Foot,,,,,
4241,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,43,Carles Aleñá,Getafe,0.05,,Off Target,12,Left Foot,,Iglesias,Pass (Live),Borja Mayoral,Pass (Live)
4242,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,48,Domingos Duarte,Getafe,0.02,,Off Target,13,Head,,Luis Milla,Pass (Live),Iglesias,Pass (Live)
4243,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,49,Borja Mayoral,Getafe,0.04,,Blocked,13,Head,,Carles Aleñá,Pass (Live),Iglesias,Pass (Live)
4244,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,59,Ousmane Dembélé,Barcelona,0.05,,Off Target,17,Right Foot,,Jordi Alba,Pass (Live),Sergio Busquets,Pass (Live)
4245,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,74,Borja Mayoral,Getafe,0.12,,Off Target,10,Head,,Damián Suárez,Pass (Live),Carles Aleñá,Pass (Live)
4246,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,85,Franck Kessié,Barcelona,0.26,0.03,Saved,14,Right Foot,,Ousmane Dembélé,Pass (Live),Eric García,Pass (Live)
4247,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,86,Jordi Alba,Barcelona,0.03,,Off Target,26,Left Foot,,Franck Kessié,Shot,,
4248,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,90,Ansu Fati,Barcelona,0.03,,Off Target,17,Right Foot,,Ousmane Dembélé,Pass (Live),,
4249,ESP-La Liga,2223,2023-01-22 Barcelona-Getafe,90+3,Juanmi Latasa,Getafe,0.08,0.03,Saved,9,Head,,Jaime Seoane,Pass (Dead),Jaime Seoane,Fouled
4250,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,3,Ezequiel Ávila,Osasuna,0.02,,Off Target,29,Right Foot,,Pablo Ibáñez,Pass (Live),,
4251,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,16,Ante Budimir,Osasuna,0.13,,Off Target,8,Left Foot,,Manu Sánchez,Pass (Live),Pablo Ibáñez,Pass (Live)
4252,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,20,Ezequiel Ávila,Osasuna,0.13,0.62,Goal,12,Head,,Kike Barja,Pass (Live),Manu Sánchez,Pass (Live)
4253,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,29,Lucas Boyé,Elche,0.04,,Off Target,11,Head,,Gerard Gumbau,Pass (Dead),Lucas Boyé,Fouled
4254,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,51,Lucas Boyé,Elche,0.22,,Off Target,17,Right Foot,,Pere Milla,Pass (Live),,
4255,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,57,Pere Milla,Elche,0.05,,Off Target,8,Left Foot,,Gerard Gumbau,Fouled,Lautaro Blanco,Pass (Live)
4256,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,59,Lucas Boyé,Elche,0.25,,Off Target,8,Head,,Fidel,Pass (Dead),Pere Milla,Pass (Live)
4257,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,60,Ezequiel Ávila,Osasuna,0.03,0.02,Saved,29,Right Foot,Deflected,Darko Brašanac,Pass (Live),Kike Barja,Pass (Live)
4258,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,61,Omar Mascarell,Elche,0.02,,Blocked,28,Left Foot,,Fidel,Pass (Live),Enzo Roco,Pass (Live)
4259,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,62,Carmona,Elche,0.09,,Blocked,11,Right Foot,,Carmona,Take-On,Carmona,Take-On
4260,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,63,Omar Mascarell,Elche,0.03,,Off Target,25,Right Foot,,Carmona,Shot,,
4261,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,66,Jon Moncayola,Osasuna,0.01,,Off Target,31,Right Foot,Volley,Darko Brašanac,Pass (Live),Manu Sánchez,Pass (Live)
4262,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,67,Carmona,Elche,0.14,0.77,Goal,13,Right Foot,,Fidel,Pass (Live),Carmona,Pass (Live)
4263,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,73,Ante Budimir,Osasuna,0.13,0.07,Saved,9,Head,,Kike Barja,Pass (Live),Manu Sánchez,Pass (Live)
4264,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,73,Lucas Boyé,Elche,0.05,,Blocked,16,Left Foot,,Lucas Boyé,Take-On,Ezequiel Ponce,Pass (Live)
4265,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,77,Pedro Bigas,Elche,0.05,0.12,Saved,10,Left Foot,,Pedro Bigas,Take-On,,
4266,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,80,Kiké,Osasuna,0.03,,Off Target,16,Head,,Diego Moreno,Pass (Live),Rubén García,Pass (Dead)
4267,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,82,Kiké,Osasuna,0.03,0.2,Saved,12,Right Foot,,Aimar Oroz,Pass (Live),Abdessamad Ezzalzouli,Pass (Live)
4268,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,85,Carmona,Elche,0.04,0.07,Saved,23,Left Foot,,Pedro Bigas,Pass (Live),Enzo Roco,Pass (Live)
4269,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,85,Raúl Guti,Elche,0.07,,Off Target,13,Left Foot,,Carmona,Pass (Live),Carmona,Take-On
4270,ESP-La Liga,2223,2023-01-22 Elche-Osasuna,86,Raúl Guti,Elche,0.13,0.04,Saved,10,Left Foot,Volley,Omar Mascarell,Pass (Live),Enzo Roco,Tackle
4271,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,3,Gerard Moreno,Villarreal,0.07,,Off Target,10,Left Foot,Volley,Daniel Parejo,Pass (Dead),Yeremi Pino,Fouled
4272,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,6,Aleix García,Girona,0.02,,Off Target,32,Right Foot,,Cristhian Stuani,Pass (Live),Aleix García,Pass (Live)
4273,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,12,Yeremi Pino,Villarreal,0.11,,Woodwork,16,Right Foot,,Yeremi Pino,Pass (Live),Alex Baena,Pass (Live)
4274,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,12,Alex Baena,Villarreal,0.03,0.47,Saved,20,Right Foot,,Yeremi Pino,Shot,,
4275,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,20,Gerard Moreno,Villarreal,0.04,0.02,Saved,30,Left Foot,,,,,
4276,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,21,Toni Villa,Girona,0.05,,Off Target,18,Right Foot,Volley,Aleix García,Pass (Live),Bernardo Espinosa,Pass (Live)
4277,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,22,Cristhian Stuani,Girona,0.19,0.22,Saved,9,Right Foot,Volley,Iván Martín,Pass (Live),Toni Villa,Pass (Live)
4278,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,23,Alex Baena,Villarreal,0.03,0.24,Saved,27,Right Foot,,Gerard Moreno,Pass (Live),Étienne Capoue,Pass (Live)
4279,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,33,Aïssa Mandi,Villarreal,0.09,0.68,Saved,9,Head,,Samuel Chukwueze,Pass (Live),Pau Torres,Pass (Live)
4280,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,36,Gerard Moreno,Villarreal,0.11,0.12,Saved,13,Left Foot,,Alex Baena,Pass (Live),Pau Torres,Pass (Live)
4281,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,36,Alex Baena,Villarreal,0.08,,Off Target,21,Right Foot,Volley,Gerard Moreno,Shot,,
4282,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,45,Arnau Martinez,Girona,0.08,,Blocked,5,Right Foot,,Aleix García,Pass (Dead),Toni Villa,Fouled
4283,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,48,Toni Villa,Girona,0.05,,Blocked,13,Right Foot,,Rodrigo Riquelme,Pass (Live),Miguel Gutiérrez,Pass (Dead)
4284,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,53,Samuel Chukwueze,Villarreal,0.02,,Off Target,32,Left Foot,,Alex Baena,Pass (Live),Pau Torres,Pass (Live)
4285,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,56,Samuel Chukwueze,Villarreal,0.09,,Off Target,10,Left Foot,,Johan Mojica,Pass (Live),Pau Torres,Pass (Live)
4286,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,58,Alex Baena,Villarreal,0.03,0.23,Saved,24,Right Foot,Deflected,Yeremi Pino,Pass (Live),Johan Mojica,Pass (Live)
4287,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,62,Rodrigo Riquelme,Girona,0.08,,Off Target,16,Right Foot,,Toni Villa,Pass (Live),Arnau Martinez,Pass (Live)
4288,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,67,Gerard Moreno,Villarreal,0.06,,Blocked,18,Right Foot,,Pau Torres,Pass (Live),Yeremi Pino,Pass (Live)
4289,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,68,Yangel Herrera,Girona,0.05,,Off Target,25,Right Foot,,Rodrigo Riquelme,Pass (Live),Aleix García,Pass (Live)
4290,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,74,Gerard Moreno,Villarreal,0.02,0.18,Saved,30,Left Foot,,Étienne Capoue,Pass (Live),Samuel Chukwueze,Pass (Live)
4291,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,80,Daniel Parejo,Villarreal,0.07,,Off Target,22,Right Foot,Free kick,Alex Baena,Fouled,Alex Baena,Pass (Live)
4292,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,84,Alex Baena,Villarreal,0.02,,Off Target,28,Right Foot,Volley,Manu Trigueros,Pass (Live),Gerard Moreno,Pass (Live)
4293,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,85,José Luis Morales,Villarreal,0.03,,Off Target,20,Right Foot,,Johan Mojica,Pass (Live),Gerard Moreno,Pass (Live)
4294,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,90+3,Gerard Moreno (pen),Villarreal,0.79,0.99,Saved,13,Left Foot,,Pau Torres,Fouled,Alberto Moreno,Pass (Live)
4295,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,90+4,Alex Baena,Villarreal,0.01,,Off Target,31,Right Foot,,Alberto Moreno,Pass (Live),Pau Torres,Pass (Live)
4296,ESP-La Liga,2223,2023-01-22 Villarreal-Girona,90+7,Valentín Castellanos,Girona,0.06,,Off Target,14,Left Foot,,Yangel Herrera,Pass (Live),,
