MATCH_ID,PERIOD_ID,TIME_SECONDS,NEW_TIME_SECONDS,ORIGINAL_EVENT_ID,TEAM_WS_ID,PLAYER_WS_ID_ON,PLAYER_WS_ID_OFF
1729201,2,4093.0,4393.0,2599451835,95,365244.0,329328.0
1729201,2,4413.0,4713.0,2599458127,184,423732.0,424624.0
1729201,2,4429.0,4729.0,2599459065,184,307202.0,438959.0
1729201,2,4791.0,5091.0,2599467363,184,33891.0,371447.0
1729201,2,5571.0,5871.0,2599486271,184,367189.0,423732.0
1729202,2,3719.0,4019.0,2579014731,26,86829.0,352825.0
1729202,2,3730.0,4030.0,2579015101,183,331579.0,400610.0
1729202,2,3753.0,4053.0,2579015599,183,133190.0,128882.0
1729202,2,4496.0,4796.0,2579037995,26,136451.0,318871.0
1729202,2,4511.0,4811.0,2579038323,26,363982.0,235755.0
1729202,2,4522.0,4822.0,2579038807,183,295084.0,357073.0
1729202,2,4532.0,4832.0,2579039017,183,332419.0,260784.0
1729202,2,4983.0,5283.0,2579052931,183,362551.0,328330.0
1729202,2,5140.0,5440.0,2579058253,26,301455.0,108226.0
1729202,2,5151.0,5451.0,2579058039,26,400828.0,377168.0
1729203,2,4151.0,4331.0,2580502589,13,334087.0,380706.0
1729203,2,4391.0,4571.0,2580504173,162,409440.0,91822.0
1729203,2,4716.0,4896.0,2580505913,13,106968.0,345845.0
1729203,2,4965.0,5145.0,2580507391,162,413291.0,43105.0
1729203,2,5322.0,5502.0,2580509565,13,424462.0,367185.0
1729203,2,5324.0,5504.0,2580509605,13,273257.0,247454.0
1729204,1,2057.0,2057.0,2601202983,163,86594.0,35607.0
1729204,2,3919.0,4879.0,2601332203,163,386971.0,396317.0
1729204,2,3929.0,4889.0,2601332385,163,425576.0,332143.0
1729204,2,4220.0,5180.0,2601344423,170,396976.0,300359.0
1729204,2,4225.0,5185.0,2601344709,170,79583.0,243254.0
1729204,2,4664.0,5624.0,2601360903,170,333044.0,134332.0
1729204,2,4670.0,5630.0,2601361145,170,403649.0,363077.0
1729204,2,4682.0,5642.0,2601361595,170,135724.0,136824.0
1729204,2,4697.0,5657.0,2601362087,163,336285.0,382363.0
1729205,2,2700.0,3000.0,2601044935,30,101859.0,317804.0
1729205,2,3483.0,3783.0,2601057819,95,388671.0,379632.0
1729205,2,3954.0,4254.0,2601063331,95,139864.0,329328.0
1729205,2,3980.0,4280.0,2601063525,95,365244.0,135717.0
1729205,2,3984.0,4284.0,2601063575,95,138641.0,362145.0
1729205,2,4517.0,4817.0,2601070775,30,328512.0,91909.0
1729205,2,4520.0,4820.0,2601070881,30,364215.0,137015.0
1729205,2,4834.0,5134.0,2601076537,95,92547.0,134360.0
1729205,2,4887.0,5187.0,2601077511,30,103837.0,401044.0
1729205,2,5469.0,5769.0,2601087729,30,414269.0,355855.0
1729206,2,2700.0,2880.0,2601259793,32,69344.0,88526.0
1729206,2,3721.0,3901.0,2601299959,32,364315.0,343346.0
1729206,2,3737.0,3917.0,2601300479,32,437022.0,300299.0
1729206,2,4145.0,4325.0,2601316035,189,404109.0,298689.0
1729206,2,4170.0,4350.0,2601316633,189,119822.0,296240.0
1729206,2,4250.0,4430.0,2601319811,32,122366.0,100008.0
1729206,2,4965.0,5145.0,2601347391,189,320575.0,339674.0
1729206,2,5175.0,5355.0,2601355247,32,336915.0,248144.0
1729207,2,4496.0,4676.0,2602221221,29,137021.0,69517.0
1729207,2,4503.0,4683.0,2602221353,29,400166.0,143595.0
1729207,2,4895.0,5075.0,2602231675,23,141486.0,303924.0
1729207,2,5102.0,5282.0,2602236883,23,134115.0,299254.0
1729207,2,5534.0,5714.0,2602248047,23,136776.0,402596.0
1729208,2,2700.0,3000.0,2602179705,161,94042.0,355401.0
1729208,2,3706.0,4006.0,2602204101,24,332398.0,353397.0
1729208,2,4123.0,4423.0,2602212965,161,386612.0,403693.0
1729208,2,4546.0,4846.0,2602223189,161,377271.0,362758.0
1729208,2,4863.0,5163.0,2602231241,24,327682.0,322043.0
1729208,2,4876.0,5176.0,2602231529,24,136345.0,331790.0
1729208,2,5107.0,5407.0,2602237489,161,380655.0,262854.0
1729209,2,2700.0,3000.0,2606079813,161,386856.0,403693.0
1729209,2,3396.0,3696.0,2606105077,183,260784.0,410998.0
1729209,2,3410.0,3710.0,2606105397,183,128882.0,295084.0
1729209,2,4469.0,4769.0,2606145141,183,422183.0,344314.0
1729209,2,4482.0,4782.0,2606145329,161,94868.0,431283.0
1729209,2,4861.0,5161.0,2606158923,161,377271.0,362758.0
1729209,2,5057.0,5357.0,2606165797,183,328330.0,424273.0
1729209,2,5074.0,5374.0,2606166077,183,133190.0,136459.0
1729210,2,3970.0,4150.0,2607168927,29,400166.0,143595.0
1729210,2,4502.0,4682.0,2607175423,24,327682.0,332398.0
1729210,2,5096.0,5276.0,2607184445,24,136345.0,353397.0
1729210,2,5101.0,5281.0,2607184387,29,91762.0,319756.0
1729210,2,5376.0,5556.0,2607188961,29,297203.0,69517.0
1729211,2,2700.0,3000.0,2606082129,184,438959.0,444751.0
1729211,2,3910.0,4210.0,2606129195,184,307202.0,383581.0
1729211,2,3919.0,4219.0,2606129605,184,138929.0,321020.0
1729211,2,4512.0,4812.0,2606149773,189,444304.0,339674.0
1729211,2,4512.0,4812.0,2606150223,189,329554.0,321085.0
1729211,2,4547.0,4847.0,2606151443,184,86425.0,424624.0
1729211,2,4791.0,5091.0,2606159943,184,367189.0,307202.0
1729211,2,5017.0,5317.0,2606168119,189,320575.0,404109.0
1729211,2,5270.0,5570.0,2606176689,189,477987.0,119822.0
1729212,2,2700.0,2880.0,2606299363,13,377283.0,273257.0
1729212,2,3911.0,4091.0,2606321329,15,426050.0,409376.0
1729212,2,4039.0,4219.0,2606322861,13,345845.0,279379.0
1729212,2,4046.0,4226.0,2606322931,13,363686.0,106968.0
1729212,2,4636.0,4816.0,2606331113,13,326413.0,247454.0
1729212,2,4653.0,4833.0,2606331367,13,113994.0,380706.0
1729212,2,4983.0,5163.0,2606336105,15,389935.0,97692.0
1729212,2,4993.0,5173.0,2606336303,15,361330.0,395692.0
1729213,2,2700.0,2880.0,2605855767,31,107941.0,317896.0
1729213,2,2700.0,2880.0,2605857063,31,396975.0,357427.0
1729213,2,3648.0,3828.0,2605870435,31,380546.0,141469.0
1729213,2,3680.0,3860.0,2605870823,26,400828.0,301455.0
1729213,2,3688.0,3868.0,2605870951,26,363982.0,363884.0
1729213,2,3960.0,4140.0,2605873649,26,74341.0,345957.0
1729213,2,4779.0,4959.0,2605884267,31,323625.0,400815.0
1729213,2,4812.0,4992.0,2605884947,26,136451.0,377168.0
1729213,2,5249.0,5429.0,2605894291,31,447229.0,345516.0
1729214,1,909.0,909.0,2605985797,211,423720.0,39308.0
1729214,2,2700.0,3000.0,2606087691,211,110290.0,4511.0
1729214,2,3897.0,4197.0,2606134425,211,382234.0,373525.0
1729214,2,3902.0,4202.0,2606134741,211,381255.0,436048.0
1729214,2,4444.0,4744.0,2606152419,167,313171.0,101374.0
1729214,2,4453.0,4753.0,2606153471,167,113069.0,388098.0
1729214,2,5593.0,5893.0,2606191999,211,365402.0,122926.0
1729214,2,5751.0,6051.0,2606194537,167,122945.0,365409.0
1729215,2,3610.0,3970.0,2606124047,162,413291.0,328096.0
1729215,2,4103.0,4463.0,2606141029,23,415174.0,83078.0
1729215,2,4135.0,4495.0,2606142097,23,343501.0,338780.0
1729215,2,4151.0,4511.0,2606142599,23,303924.0,349669.0
1729215,2,4173.0,4533.0,2606143429,23,299254.0,134115.0
1729215,2,4196.0,4556.0,2606144223,162,428635.0,108638.0
1729215,2,4800.0,5160.0,2606165995,23,402596.0,201755.0
1729215,2,5215.0,5575.0,2606180847,162,464285.0,133464.0
1729216,2,3296.0,3476.0,2606103763,95,399955.0,141510.0
1729216,2,4283.0,4463.0,2606140613,95,92547.0,135717.0
1729216,2,4290.0,4470.0,2606140849,95,71522.0,365244.0
1729216,2,4305.0,4485.0,2606141521,95,362145.0,329328.0
1729216,2,4629.0,4809.0,2606151969,174,342830.0,334653.0
1729216,2,4631.0,4811.0,2606152755,174,66741.0,328075.0
1729216,2,4639.0,4819.0,2606153309,174,315714.0,97587.0
1729216,2,4859.0,5039.0,2606161203,95,138641.0,263188.0
1729216,2,5225.0,5405.0,2606174639,174,386969.0,413211.0
1729216,2,5228.0,5408.0,2606174509,174,315543.0,83683.0
1729217,2,3070.0,3490.0,2606424993,163,336285.0,138695.0
1729217,2,3767.0,4187.0,2606433695,32,122366.0,439584.0
1729217,2,3779.0,4199.0,2606433823,32,69344.0,336915.0
1729217,2,3802.0,4222.0,2606434083,32,437022.0,364315.0
1729217,2,4640.0,5060.0,2606443517,163,140667.0,425576.0
1729217,2,5001.0,5421.0,2606446975,32,93206.0,22079.0
1729217,2,5021.0,5441.0,2606447101,163,485367.0,332143.0
1729217,2,5224.0,5644.0,2606448737,32,343346.0,300299.0
1729218,2,2700.0,2880.0,2607671467,170,108186.0,363077.0
1729218,2,2700.0,2880.0,2607671515,170,136824.0,243254.0
1729218,2,3336.0,3516.0,2607676055,30,328512.0,401044.0
1729218,2,3679.0,3859.0,2607678699,30,364215.0,403859.0
1729218,2,3690.0,3870.0,2607678765,170,333044.0,134332.0
1729218,2,4289.0,4469.0,2607683865,170,135724.0,297395.0
1729218,2,4843.0,5023.0,2607687885,30,379688.0,317804.0
1729218,2,4885.0,5065.0,2607688261,30,414269.0,137015.0
1729218,2,4886.0,5066.0,2607688313,30,303908.0,91909.0
1729218,2,4888.0,5068.0,2607688281,170,79583.0,322774.0
1729219,2,2700.0,2940.0,2609618825,184,33891.0,424624.0
1729219,2,3589.0,3829.0,2609653695,184,321020.0,273292.0
1729219,2,4074.0,4314.0,2609672347,184,307202.0,420145.0
1729219,2,4104.0,4344.0,2609673713,183,422183.0,357073.0
1729219,2,4842.0,5082.0,2609700467,184,383581.0,438959.0
1729219,2,4850.0,5090.0,2609700749,184,86425.0,41868.0
1729219,2,4882.0,5122.0,2609701857,183,424273.0,344314.0
1729219,2,4899.0,5139.0,2609702455,183,260784.0,145277.0
1729219,2,5086.0,5326.0,2609709579,183,69877.0,362103.0
1729220,2,3507.0,3747.0,2609649491,163,382363.0,336285.0
1729220,2,3517.0,3757.0,2609649871,163,140667.0,425353.0
1729220,2,3912.0,4152.0,2609665801,13,377283.0,322036.0
1729220,2,3919.0,4159.0,2609666051,13,113994.0,380706.0
1729220,2,4243.0,4483.0,2609678031,163,134244.0,354291.0
1729220,2,4247.0,4487.0,2609678289,163,30448.0,425576.0
1729220,2,4375.0,4615.0,2609682633,13,342564.0,367185.0
1729220,2,4381.0,4621.0,2609682787,13,394924.0,363686.0
1729220,2,4955.0,5195.0,2609703851,163,506728.0,332143.0
1729220,2,5330.0,5570.0,2609717607,13,125209.0,332325.0
1729221,2,2700.0,2820.0,2610480059,24,327682.0,332398.0
1729221,2,3400.0,3520.0,2610493099,95,71522.0,366080.0
1729221,2,3414.0,3534.0,2610493443,95,365244.0,329328.0
1729221,2,4509.0,4629.0,2610511775,95,135717.0,243249.0
1729221,2,4517.0,4637.0,2610511965,95,362145.0,263188.0
1729221,2,4690.0,4810.0,2610515161,95,362831.0,362246.0
1729221,2,4711.0,4831.0,2610515469,24,136345.0,331790.0
1729221,2,4722.0,4842.0,2610515811,24,134984.0,322043.0
1729221,2,5352.0,5472.0,2610528627,24,124106.0,337883.0
1729221,2,5363.0,5483.0,2610528883,24,109807.0,353397.0
1729222,2,3440.0,3620.0,2610493867,170,243254.0,135724.0
1729222,2,3441.0,3621.0,2610494065,170,403649.0,108186.0
1729222,2,3444.0,3624.0,2610494255,170,333044.0,134332.0
1729222,2,3480.0,3660.0,2610494533,211,382234.0,21683.0
1729222,2,4213.0,4393.0,2610507431,211,432384.0,436048.0
1729222,2,4221.0,4401.0,2610507615,211,381255.0,135092.0
1729222,2,4233.0,4413.0,2610507689,211,110290.0,443004.0
1729222,2,4676.0,4856.0,2610514931,211,373525.0,423720.0
1729222,2,5136.0,5316.0,2610524243,170,79583.0,29463.0
1729222,2,5482.0,5662.0,2610531639,170,297395.0,136824.0
1729223,2,3792.0,4032.0,2609429897,189,404109.0,339674.0
1729223,2,3979.0,4219.0,2609431769,15,361330.0,300426.0
1729223,2,3988.0,4228.0,2609431849,15,384134.0,389935.0
1729223,2,4523.0,4763.0,2609437055,189,444304.0,298689.0
1729223,2,4525.0,4765.0,2609437123,189,119822.0,296240.0
1729223,2,4823.0,5063.0,2609441031,15,404616.0,410175.0
1729223,2,4824.0,5064.0,2609441069,15,478451.0,363496.0
1729223,2,5008.0,5248.0,2609443461,189,320575.0,402367.0
1729224,2,2700.0,2880.0,2609153211,30,328512.0,103837.0
1729224,2,3573.0,3753.0,2609162953,162,413291.0,91822.0
1729224,2,3781.0,3961.0,2609164871,30,101859.0,303096.0
1729224,2,3787.0,3967.0,2609164949,30,379688.0,317804.0
1729224,2,4150.0,4330.0,2609168325,162,69375.0,389579.0
1729224,2,4166.0,4346.0,2609168429,162,409440.0,108638.0
1729224,2,4690.0,4870.0,2609172915,162,428635.0,133464.0
1729224,2,4700.0,4880.0,2609173007,162,328096.0,317504.0
1729224,2,5334.0,5514.0,2609176569,30,368519.0,137015.0
1729224,2,5352.0,5532.0,2609176635,30,303657.0,355855.0
1729225,2,3473.0,3773.0,2610498939,26,363982.0,363884.0
1729225,2,3474.0,3774.0,2610498673,26,352825.0,235755.0
1729225,2,4102.0,4402.0,2610508395,174,342830.0,334653.0
1729225,2,4114.0,4414.0,2610508729,174,298659.0,315543.0
1729225,2,4116.0,4416.0,2610508621,174,281049.0,97587.0
1729225,2,4748.0,5048.0,2610520303,26,86829.0,400828.0
1729225,2,4926.0,5226.0,2610524033,174,386969.0,332867.0
1729225,2,4930.0,5230.0,2610524175,174,451236.0,344073.0
1729225,2,5295.0,5595.0,2610532061,26,136451.0,318871.0
1729226,2,2700.0,3000.0,2610576137,32,343346.0,248144.0
1729226,2,4375.0,4675.0,2610606611,32,437022.0,439584.0
1729226,2,4380.0,4680.0,2610606697,32,362275.0,100008.0
1729226,2,5140.0,5440.0,2610622421,32,364315.0,69344.0
1729226,2,5144.0,5444.0,2610622337,32,122366.0,300299.0
1729226,2,5179.0,5479.0,2610623039,167,93894.0,365409.0
1729226,2,5200.0,5500.0,2610623385,167,388098.0,113069.0
1729227,2,3379.0,3739.0,2610431273,29,137021.0,69517.0
1729227,2,4344.0,4704.0,2610450711,29,143595.0,105172.0
1729227,2,5092.0,5452.0,2610466325,29,91762.0,68049.0
1729227,2,5301.0,5661.0,2610469635,31,447229.0,141469.0
1729228,2,3205.0,3685.0,2609860365,161,386856.0,386612.0
1729228,2,4286.0,4766.0,2609875891,23,342563.0,303924.0
1729228,2,4615.0,5095.0,2609881937,161,377271.0,337916.0
1729228,2,5119.0,5599.0,2609891715,161,403693.0,123481.0
1729229,2,2700.0,3180.0,2613006245,189,121480.0,115131.0
1729229,2,3809.0,4289.0,2613042083,29,297203.0,137021.0
1729229,2,3812.0,4292.0,2613042257,29,91762.0,69517.0
1729229,2,4690.0,5170.0,2613063905,189,444304.0,339674.0
1729229,2,4694.0,5174.0,2613064185,189,329554.0,321085.0
1729229,2,5287.0,5767.0,2613080367,189,320575.0,296240.0
1729229,2,5442.0,5922.0,2613083755,189,94935.0,298689.0
1729230,2,3464.0,3644.0,2613021397,162,332403.0,374993.0
1729230,2,4154.0,4334.0,2613042705,162,409440.0,91822.0
1729230,2,4175.0,4355.0,2613043431,162,69375.0,43105.0
1729230,2,4627.0,4807.0,2613054287,184,86425.0,424624.0
1729230,2,4641.0,4821.0,2613054537,184,444751.0,438959.0
1729230,2,5142.0,5322.0,2613068671,162,395401.0,317504.0
1729230,2,5164.0,5344.0,2613069845,184,383581.0,353412.0
1729230,2,5491.0,5671.0,2613077859,184,307202.0,41868.0
1729231,2,2700.0,3000.0,2613003699,211,373525.0,21683.0
1729231,2,4015.0,4315.0,2613044727,211,382234.0,423720.0
1729231,2,4026.0,4326.0,2613044983,211,135092.0,381255.0
1729231,2,4713.0,5013.0,2613062125,211,432384.0,4511.0
1729231,2,5348.0,5648.0,2613079227,31,380546.0,141469.0
1729231,2,5353.0,5653.0,2613079415,31,396975.0,8166.0
1729231,2,5366.0,5666.0,2613080081,211,382241.0,443004.0
1729232,2,3770.0,4130.0,2612812201,32,404086.0,364315.0
1729232,2,4517.0,4877.0,2612822621,170,363077.0,403649.0
1729232,2,4521.0,4881.0,2612822879,170,297395.0,29463.0
1729232,2,4694.0,5054.0,2612826609,32,343346.0,69344.0
1729232,2,4702.0,5062.0,2612826773,32,122366.0,439584.0
1729232,2,4848.0,5208.0,2612830007,170,134332.0,243254.0
1729232,2,5334.0,5694.0,2612840387,170,108186.0,136824.0
1729232,2,5350.0,5710.0,2612840651,170,79583.0,333044.0
1729232,2,5568.0,5928.0,2612844649,32,93206.0,437022.0
1729233,2,3627.0,3807.0,2614037099,95,365244.0,71522.0
1729233,2,3943.0,4123.0,2614042263,26,363982.0,369875.0
1729233,2,3959.0,4139.0,2614042423,26,352825.0,235755.0
1729233,2,3968.0,4148.0,2614042673,26,301455.0,136451.0
1729233,2,4480.0,4660.0,2614049543,95,362145.0,263188.0
1729233,2,4739.0,4919.0,2614053643,95,329328.0,352908.0
1729233,2,4949.0,5129.0,2614057331,26,377168.0,363884.0
1729234,1,2612.0,2612.0,2612972619,183,260784.0,410998.0
1729234,2,2700.0,3000.0,2613000633,167,331254.0,315227.0
1729234,2,2700.0,3000.0,2613000797,183,328330.0,342842.0
1729234,2,4214.0,4514.0,2613046461,167,444791.0,101374.0
1729234,2,4237.0,4537.0,2613046839,167,394933.0,365409.0
1729234,2,4246.0,4546.0,2613047153,167,270446.0,303139.0
1729234,2,4254.0,4554.0,2613047573,183,357073.0,145277.0
1729234,2,4267.0,4567.0,2613047995,183,361879.0,344314.0
1729234,2,5060.0,5360.0,2613068895,183,331579.0,136459.0
1729234,2,5073.0,5373.0,2613069743,167,430709.0,136741.0
1729235,2,2700.0,3000.0,2613193799,23,415174.0,82277.0
1729235,2,3708.0,4008.0,2613212761,23,342563.0,134115.0
1729235,2,3728.0,4028.0,2613212837,23,141486.0,303924.0
1729235,2,4369.0,4669.0,2613221989,13,273257.0,322036.0
1729235,2,4711.0,5011.0,2613228783,13,113994.0,345845.0
1729235,2,4721.0,5021.0,2613228965,13,394924.0,106968.0
1729235,2,4742.0,5042.0,2613229129,23,68648.0,141486.0
1729236,2,2700.0,3000.0,2613842333,24,327682.0,332398.0
1729236,2,3518.0,3818.0,2613863803,24,136345.0,322043.0
1729236,2,4225.0,4525.0,2613880449,174,83683.0,298659.0
1729236,2,4656.0,4956.0,2613891549,24,134984.0,331790.0
1729236,2,4892.0,5192.0,2613897647,174,399250.0,281049.0
1729236,2,5123.0,5423.0,2613903771,24,124106.0,337883.0
1729236,2,5138.0,5438.0,2613904027,174,386969.0,315543.0
1729236,2,5164.0,5464.0,2613904673,174,342830.0,334653.0
1729237,1,2791.0,2791.0,2612979525,163,425576.0,336285.0
1729237,2,3608.0,3788.0,2613026771,161,320242.0,377271.0
1729237,2,4195.0,4375.0,2613044215,161,386612.0,386856.0
1729237,2,4813.0,4993.0,2613059929,161,380655.0,431283.0
1729237,2,5387.0,5567.0,2613075537,163,140667.0,332143.0
1729238,1,2007.0,2007.0,2614597843,30,117973.0,379688.0
1729238,1,2711.0,2711.0,2614604131,30,328512.0,137015.0
1729238,1,2757.0,2757.0,2614604205,30,101859.0,425229.0
1729238,2,2700.0,3480.0,2614613069,15,363496.0,421351.0
1729238,2,3423.0,4203.0,2614616203,15,409376.0,369430.0
1729238,2,3618.0,4398.0,2614617257,30,364215.0,355855.0
1729238,2,3635.0,4415.0,2614617373,30,303657.0,403859.0
1729238,2,4609.0,5389.0,2614623743,15,403850.0,361330.0
1729238,2,5411.0,6191.0,2614627623,15,404616.0,97692.0
1729239,1,1822.0,1822.0,2616513055,23,68648.0,303924.0
1729239,2,2700.0,3120.0,2616556881,23,415174.0,430294.0
1729239,2,3906.0,4326.0,2616577515,23,492692.0,474264.0
1729239,2,4029.0,4449.0,2616578483,183,69877.0,362103.0
1729239,2,4054.0,4474.0,2616578705,183,361879.0,331579.0
1729239,2,4799.0,5219.0,2616592873,183,422183.0,357073.0
1729239,2,5646.0,6066.0,2616610293,23,100599.0,342563.0
1729239,2,5722.0,6142.0,2616611437,183,260784.0,344314.0
1729240,2,3500.0,3800.0,2616384845,13,394924.0,326413.0
1729240,2,4750.0,5050.0,2616427999,184,307202.0,438959.0
1729240,2,4753.0,5053.0,2616428369,184,423732.0,424624.0
1729240,2,4854.0,5154.0,2616431557,13,342564.0,367185.0
1729240,2,4857.0,5157.0,2616431675,13,345845.0,113994.0
1729240,2,5083.0,5383.0,2616439585,184,351355.0,138929.0
1729240,2,5223.0,5523.0,2616444495,184,444751.0,349504.0
1729240,2,5320.0,5620.0,2616447491,13,424462.0,380706.0
1729241,2,2700.0,3060.0,2617179113,170,333044.0,134332.0
1729241,2,3707.0,4067.0,2617202141,24,327682.0,353397.0
1729241,2,4414.0,4774.0,2617218011,170,79583.0,243254.0
1729241,2,4415.0,4775.0,2617218167,170,363077.0,108186.0
